content_completed,content_required,checklist_completed,quiz_completed,total_quiz_attempts,discussion_post_created,discussion_post_replies,discussion_post_read,number_of_assignment_submissions,total_time_spent_in_content,number_of_logins_to_the_system,term,pseudo_course,gender,imm_status,age,total_course_count,course_count_by_term,completion_ratio,logins_per_course,avg_time_per_login,avg_time_by_completed_content,at_risk
45,63,0,3,3,0,0,0,0,19142,1064,F,course_101,F,domestic,22,17,6.0,0.7142857142857143,62.588235294117645,305.84022556390977,425.3777777777778,0
45,52,0,0,0,0,0,0,15,35010,971,F,course_29,M,domestic,22,9,7.0,0.8653846153846154,107.88888888888889,324.5005149330587,778.0,0
45,67,0,13,16,0,0,0,10,2286,1620,F,course_46,F,domestic,23,10,5.0,0.6716417910447762,162.0,14.11111111111111,50.8,0
45,72,0,0,0,0,0,0,0,3998,996,F,course_61,M,international,24,22,8.0,0.625,45.27272727272727,88.30923694779116,88.84444444444445,0
45,95,0,5,5,0,0,0,5,7451,866,F,course_36,M,domestic,21,12,6.0,0.47368421052631576,72.16666666666667,103.24711316397227,165.57777777777778,0
45,158,0,11,18,0,0,0,0,5350,620,F,course_354,M,international,24,12,6.0,0.2848101265822785,51.666666666666664,103.54838709677419,118.88888888888889,0
45,52,0,0,0,0,0,0,11,52600,1145,F,course_29,M,domestic,23,8,7.0,0.8653846153846154,143.125,367.51091703056767,1168.888888888889,0
45,83,0,5,5,0,0,0,2,31546,700,F,course_66,F,international,23,22,8.0,0.5421686746987951,31.818181818181817,991.4457142857143,701.0222222222222,1
45,83,0,5,5,0,0,0,2,3679,1737,F,course_66,M,international,25,22,8.0,0.5421686746987951,78.95454545454545,46.596430627518714,81.75555555555556,1
45,154,0,5,26,0,0,0,0,20922,211,F,course_136,M,domestic,20,7,7.0,0.2922077922077922,30.142857142857142,694.0947867298578,464.93333333333334,1
45,63,0,3,3,0,0,0,0,4688,405,F,course_101,F,domestic,23,20,6.0,0.7142857142857143,20.25,231.50617283950618,104.17777777777778,0
45,71,0,0,0,0,0,0,2,44961,2605,F,course_117,F,domestic,35,12,6.0,0.6338028169014085,217.08333333333334,207.11401151631478,999.1333333333333,0
45,76,0,2,2,0,0,0,3,17498,1361,F,course_71,M,international,26,22,8.0,0.5921052631578947,61.86363636363637,282.8479059515062,388.84444444444443,1
45,47,0,0,0,0,0,2,0,28738,626,F,course_48,F,domestic,19,12,6.0,0.9574468085106383,52.166666666666664,550.888178913738,638.6222222222223,0
45,95,0,10,18,0,0,0,6,24137,3095,F,course_36,M,domestic,23,13,7.0,0.47368421052631576,238.07692307692307,101.3831987075929,536.3777777777777,0
45,48,0,3,3,0,0,0,5,12573,1889,F,course_285,M,international,26,8,7.0,0.9375,236.125,53.247220751720484,279.4,0
45,46,0,2,5,0,0,0,2,4125,807,W,course_365,M,international,29,12,6.0,0.9782608695652174,67.25,61.33828996282528,91.66666666666667,0
45,71,0,0,0,0,0,0,4,67735,1367,F,course_117,F,international,26,9,4.0,0.6338028169014085,151.88888888888889,445.9509875640088,1505.2222222222222,0
45,87,0,0,0,0,0,0,13,26769,706,F,course_5,M,domestic,25,12,6.0,0.5172413793103449,58.833333333333336,454.9971671388102,594.8666666666667,0
45,55,0,7,24,0,0,0,0,11302,921,F,course_235,M,domestic,20,12,6.0,0.8181818181818182,76.75,147.25732899022802,251.15555555555557,0
45,51,0,5,6,0,0,0,2,7591,588,F,course_354,M,international,23,11,6.0,0.8823529411764706,53.45454545454545,142.00850340136054,168.6888888888889,0
45,239,0,3,3,0,0,0,2,18155,4083,F,course_244,M,domestic,22,11,5.0,0.18828451882845187,371.1818181818182,48.9113397012001,403.44444444444446,0
45,60,0,3,3,1,0,18,1,789,1051,F,course_341,M,international,38,12,6.0,0.75,87.58333333333333,9.008563273073264,17.533333333333335,0
45,90,0,4,4,0,0,0,2,25990,459,F,course_88,M,domestic,51,10,5.0,0.5,45.9,566.2309368191721,577.5555555555555,0
45,83,0,2,2,0,0,0,1,35256,1394,W,course_73,M,international,26,22,7.0,0.5421686746987951,63.36363636363637,556.4074605451937,783.4666666666667,0
45,51,0,5,7,0,0,0,2,26021,635,F,course_354,M,international,26,11,6.0,0.8823529411764706,57.72727272727273,450.7574803149606,578.2444444444444,0
44,90,0,3,3,0,0,0,3,29655,1001,F,course_319,M,international,29,7,6.0,0.4888888888888889,143.0,207.37762237762237,673.9772727272727,0
44,45,0,12,14,1,0,1,16,5536,480,F,course_7,M,domestic,34,14,7.0,0.9777777777777777,34.285714285714285,161.46666666666667,125.81818181818181,0
44,67,0,14,114,0,0,0,10,21520,603,F,course_46,M,domestic,19,12,6.0,0.6567164179104478,50.25,428.2587064676617,489.09090909090907,0
44,44,0,12,16,1,0,54,16,13795,1300,F,course_7,F,domestic,27,19,10.0,1.0,68.42105263157895,201.61923076923077,313.52272727272725,0
44,54,0,3,4,0,0,0,3,21712,828,F,course_362,M,international,27,12,6.0,0.8148148148148148,69.0,314.6666666666667,493.45454545454544,0
44,44,0,12,13,1,0,4,15,110149,1086,F,course_7,M,domestic,21,7,3.0,1.0,155.14285714285714,709.9843462246778,2503.3863636363635,0
44,140,0,0,0,0,0,0,0,17648,2081,W,course_44,F,international,25,12,6.0,0.3142857142857143,173.41666666666666,101.76645843344546,401.09090909090907,0
44,101,0,0,0,1,0,0,9,2611,728,F,course_325,M,international,24,11,6.0,0.43564356435643564,66.18181818181819,39.45192307692307,59.34090909090909,0
44,129,0,0,0,0,0,0,6,5606,748,F,course_336,F,international,29,13,7.0,0.34108527131782945,57.53846153846154,97.43048128342245,127.4090909090909,0
44,129,0,0,0,0,0,2,6,2497,906,F,course_336,M,international,22,13,7.0,0.34108527131782945,69.6923076923077,35.828918322295806,56.75,0
44,129,0,0,0,1,0,2,5,9464,594,F,course_336,F,international,28,13,7.0,0.34108527131782945,45.69230769230769,207.12457912457913,215.0909090909091,0
44,44,0,8,14,0,0,0,0,21520,817,F,course_349,M,international,43,11,6.0,1.0,74.27272727272727,289.74296205630355,489.09090909090907,0
44,75,0,10,10,0,0,0,9,6325,895,F,course_153,M,domestic,23,12,5.0,0.5866666666666667,74.58333333333333,84.80446927374302,143.75,0
44,137,0,0,0,0,0,0,0,5593,227,F,course_193,F,domestic,22,6,6.0,0.32116788321167883,37.833333333333336,147.8325991189427,127.11363636363636,1
44,51,0,5,5,0,0,0,2,16351,817,F,course_354,M,international,43,11,6.0,0.8627450980392157,74.27272727272727,220.1481028151775,371.6136363636364,0
44,64,0,3,3,0,0,0,3,5534,517,F,course_290,M,international,25,12,6.0,0.6875,43.083333333333336,128.44874274661507,125.77272727272727,0
44,158,0,11,11,0,0,6,1,24761,781,F,course_354,M,international,31,12,6.0,0.27848101265822783,65.08333333333333,380.4507042253521,562.75,0
44,44,0,12,23,1,2,6,15,28971,801,F,course_7,F,domestic,20,12,6.0,1.0,66.75,434.02247191011236,658.4318181818181,0
44,45,0,10,12,0,0,0,1,3715,1205,F,course_331,F,international,29,13,7.0,0.9777777777777777,92.6923076923077,40.078838174273855,84.43181818181819,0
44,81,0,10,10,0,0,0,3,4285,253,F,course_162,M,domestic,19,14,6.0,0.5432098765432098,18.071428571428573,237.11462450592884,97.38636363636364,0
44,44,0,12,20,1,3,49,17,8006,566,F,course_7,M,domestic,45,12,6.0,1.0,47.166666666666664,169.73851590106008,181.95454545454547,0
44,44,0,12,23,1,1,39,14,20918,920,F,course_7,F,domestic,26,14,7.0,1.0,65.71428571428571,318.31739130434784,475.40909090909093,0
44,44,0,12,18,1,1,11,17,18673,736,F,course_7,F,domestic,25,12,6.0,1.0,61.333333333333336,304.45108695652175,424.3863636363636,0
44,96,0,0,0,0,0,0,0,72719,443,F,course_8,M,domestic,19,13,6.0,0.4583333333333333,34.07692307692308,2133.966139954853,1652.7045454545455,0
44,44,0,12,28,0,0,0,15,8406,1247,F,course_7,F,international,20,12,6.0,1.0,103.91666666666667,80.89174017642341,191.04545454545453,0
44,158,0,11,15,0,0,0,1,3184,809,F,course_354,M,international,25,12,6.0,0.27848101265822783,67.41666666666667,47.228677379480835,72.36363636363636,0
44,96,0,0,0,0,0,0,0,29675,852,F,course_8,M,domestic,20,12,6.0,0.4583333333333333,71.0,417.9577464788732,674.4318181818181,0
44,45,0,11,12,0,0,0,2,17733,949,F,course_331,M,international,24,13,7.0,0.9777777777777777,73.0,242.91780821917808,403.02272727272725,0
44,47,0,0,0,0,0,0,0,10258,5537,W,course_43,M,domestic,26,7,6.0,0.9361702127659575,791.0,12.968394437420987,233.13636363636363,0
44,45,0,12,16,0,0,0,4,160482,807,F,course_331,F,international,29,13,7.0,0.9777777777777777,62.07692307692308,2585.2118959107806,3647.318181818182,0
44,45,0,12,13,0,0,0,2,42191,821,F,course_331,F,international,24,13,7.0,0.9777777777777777,63.15384615384615,668.0669914738124,958.8863636363636,0
44,90,0,0,0,0,0,0,9,7685,292,F,course_189,M,domestic,20,11,6.0,0.4888888888888889,26.545454545454547,289.50342465753425,174.6590909090909,1
44,131,0,5,26,0,0,0,0,10570,206,F,course_136,M,domestic,19,10,7.0,0.33587786259541985,20.6,513.1067961165048,240.22727272727272,1
44,47,0,7,12,0,0,0,0,9268,1247,F,course_2,F,international,20,12,6.0,0.9361702127659575,103.91666666666667,89.18684843624699,210.63636363636363,0
44,45,0,11,37,1,0,1,16,24841,912,F,course_7,M,international,20,14,7.0,0.9777777777777777,65.14285714285714,381.3311403508772,564.5681818181819,0
44,96,0,0,0,0,0,0,0,39822,957,F,course_8,M,international,20,14,8.0,0.4583333333333333,68.35714285714286,582.5579937304075,905.0454545454545,0
44,54,0,0,0,0,0,0,7,3701,1512,F,course_6,M,domestic,45,14,7.0,0.8148148148148148,108.0,34.26851851851852,84.11363636363636,0
44,90,0,0,0,0,0,0,10,9926,724,F,course_189,M,domestic,20,2,2.0,0.4888888888888889,362.0,27.41988950276243,225.5909090909091,0
44,58,0,10,10,0,0,0,1,1840,1397,W,course_38,F,domestic,41,12,5.0,0.7586206896551724,116.41666666666667,15.805297065139584,41.81818181818182,0
44,44,0,12,12,0,0,0,13,7624,439,F,course_7,F,domestic,22,14,7.0,1.0,31.357142857142858,243.13439635535306,173.27272727272728,0
44,76,0,2,2,0,0,0,3,28007,667,F,course_71,F,international,25,22,8.0,0.5789473684210527,30.318181818181817,923.7691154422789,636.5227272727273,1
44,103,0,0,0,0,0,0,24,9826,726,F,course_325,F,international,25,13,6.0,0.42718446601941745,55.84615384615385,175.94765840220384,223.3181818181818,0
44,110,0,5,5,0,0,1,4,22139,617,F,course_347,F,international,24,11,6.0,0.4,56.09090909090909,394.69854132901133,503.15909090909093,0
44,119,0,0,0,0,0,0,0,28864,703,F,course_142,F,domestic,26,14,7.0,0.3697478991596639,50.214285714285715,574.8165007112375,656.0,0
44,119,0,0,0,0,0,0,0,4231,475,F,course_142,M,domestic,21,11,5.0,0.3697478991596639,43.18181818181818,97.98105263157895,96.1590909090909,0
44,52,0,0,0,0,0,0,13,51917,3095,F,course_29,M,domestic,23,13,7.0,0.8461538461538461,238.07692307692307,218.06817447495962,1179.9318181818182,0
44,63,0,3,3,0,0,0,3,12869,892,F,course_109,M,domestic,20,8,7.0,0.6984126984126984,111.5,115.4170403587444,292.47727272727275,0
44,57,0,1,1,0,0,0,10,13853,1420,F,course_5,M,international,20,12,6.0,0.7719298245614035,118.33333333333333,117.06760563380283,314.84090909090907,0
44,52,0,3,3,0,0,0,4,74822,950,F,course_217,M,international,51,19,10.0,0.8461538461538461,50.0,1496.44,1700.5,0
44,65,0,1,1,0,0,0,8,16963,700,F,course_64,F,international,23,22,8.0,0.676923076923077,31.818181818181817,533.1228571428571,385.52272727272725,1
44,51,0,3,3,0,0,0,17,9555,428,F,course_301,F,domestic,47,11,6.0,0.8627450980392157,38.90909090909091,245.57242990654208,217.1590909090909,0
44,87,0,0,0,0,0,0,11,15054,1155,F,course_5,M,domestic,21,12,6.0,0.5057471264367817,96.25,156.4051948051948,342.1363636363636,0
44,66,0,0,0,0,0,0,0,33375,821,F,course_134,M,domestic,24,13,6.0,0.6666666666666666,63.15384615384615,528.4713763702802,758.5227272727273,0
44,54,0,5,8,0,0,0,9,19186,1373,F,course_113,F,domestic,38,7,4.0,0.8148148148148148,196.14285714285714,97.8164603058995,436.04545454545456,0
44,55,0,7,18,0,0,0,0,19557,3162,F,course_235,M,international,23,12,6.0,0.8,263.5,74.22011385199241,444.47727272727275,0
44,85,0,1,1,0,0,0,8,14665,5002,F,course_35,F,domestic,42,12,7.0,0.5176470588235295,416.8333333333333,35.18192722910836,333.29545454545456,0
44,63,0,3,3,0,0,0,0,10542,689,F,course_101,F,domestic,25,18,6.0,0.6984126984126984,38.27777777777778,275.4078374455733,239.5909090909091,0
44,83,0,2,2,0,0,0,1,65611,761,W,course_73,M,international,22,22,7.0,0.5301204819277109,34.59090909090909,1896.7700394218132,1491.159090909091,0
44,78,0,0,0,0,0,0,0,602,813,F,course_61,M,international,23,22,8.0,0.5641025641025641,36.95454545454545,16.29028290282903,13.681818181818182,0
44,110,0,5,5,1,0,0,9,4511,890,F,course_347,M,international,30,11,6.0,0.4,80.9090909090909,55.75393258426966,102.52272727272727,0
44,80,0,0,0,0,0,0,18,1965,1170,F,course_325,M,international,30,12,6.0,0.55,97.5,20.153846153846153,44.65909090909091,0
44,71,0,0,0,0,0,0,7,15143,1431,F,course_233,M,domestic,23,9,4.0,0.6197183098591549,159.0,95.23899371069183,344.15909090909093,0
44,121,0,0,0,0,0,0,0,22234,578,F,course_8,F,international,21,12,6.0,0.36363636363636365,48.166666666666664,461.60553633217995,505.3181818181818,0
44,44,0,8,11,0,0,0,0,27278,635,F,course_349,M,international,26,11,6.0,1.0,57.72727272727273,472.53228346456694,619.9545454545455,0
44,63,0,3,3,0,0,0,4,4560,1881,F,course_109,F,domestic,35,14,6.0,0.6984126984126984,134.35714285714286,33.93939393939394,103.63636363636364,0
44,95,0,10,20,0,0,0,5,17862,1132,F,course_36,F,domestic,21,13,7.0,0.4631578947368421,87.07692307692308,205.12897526501766,405.95454545454544,0
44,71,0,0,0,0,0,0,7,24206,915,F,course_233,M,domestic,33,12,6.0,0.6197183098591549,76.25,317.455737704918,550.1363636363636,0
44,63,0,3,4,0,0,0,0,14522,467,F,course_101,F,domestic,33,20,6.0,0.6984126984126984,23.35,621.9271948608136,330.04545454545456,0
44,56,0,3,3,2,0,0,0,981,400,F,course_24,F,domestic,27,14,6.0,0.7857142857142857,28.571428571428573,34.335,22.295454545454547,0
44,119,0,0,0,0,0,0,0,23682,805,F,course_142,M,domestic,23,14,7.0,0.3697478991596639,57.5,411.8608695652174,538.2272727272727,0
44,66,0,0,0,0,0,0,0,25007,440,F,course_134,M,domestic,20,15,7.0,0.6666666666666666,29.333333333333332,852.5113636363636,568.3409090909091,0
43,60,0,3,3,0,0,0,1,1148,548,F,course_341,M,international,25,12,6.0,0.7166666666666667,45.666666666666664,25.138686131386862,26.697674418604652,0
43,110,0,3,3,0,0,0,9,6812,697,F,course_105,F,domestic,19,21,7.0,0.39090909090909093,33.19047619047619,205.23959827833573,158.41860465116278,0
43,60,0,3,3,3,0,2,1,9377,828,F,course_341,M,international,27,12,6.0,0.7166666666666667,69.0,135.8985507246377,218.06976744186048,0
43,77,0,1,1,0,0,0,0,1331,1737,F,course_65,M,international,25,22,8.0,0.5584415584415584,78.95454545454545,16.857800805987335,30.953488372093023,1
43,57,0,1,1,0,0,0,10,21404,774,F,course_5,M,domestic,25,13,6.0,0.7543859649122807,59.53846153846154,359.4987080103359,497.7674418604651,0
43,90,0,0,0,0,0,0,7,5605,792,F,course_189,M,domestic,30,10,5.0,0.4777777777777778,79.2,70.77020202020202,130.34883720930233,1
43,45,0,12,12,1,0,1,16,15522,630,F,course_7,M,domestic,20,15,7.0,0.9555555555555556,42.0,369.57142857142856,360.9767441860465,0
43,76,0,2,2,0,0,0,1,33656,1034,F,course_71,F,international,23,22,8.0,0.5657894736842105,47.0,716.0851063829788,782.6976744186046,1
43,77,0,2,2,0,0,0,3,10522,889,W,course_366,M,international,25,12,6.0,0.5584415584415584,74.08333333333333,142.029246344207,244.69767441860466,0
43,158,0,11,16,0,0,2,1,6464,829,F,course_354,F,international,25,12,6.0,0.2721518987341772,69.08333333333333,93.56815440289506,150.32558139534885,0
43,71,0,0,0,0,0,0,3,8568,483,F,course_233,F,domestic,21,10,5.0,0.6056338028169014,48.3,177.3913043478261,199.25581395348837,1
43,52,0,0,0,0,0,0,7,16255,1607,F,course_29,M,domestic,21,12,7.0,0.8269230769230769,133.91666666666666,121.38145612943373,378.0232558139535,0
43,57,0,1,1,0,0,0,10,34652,1371,F,course_5,F,international,21,13,6.0,0.7543859649122807,105.46153846153847,328.57476294675416,805.8604651162791,0
43,45,0,12,53,0,0,0,14,6318,799,F,course_7,M,domestic,20,14,7.0,0.9555555555555556,57.07142857142857,110.70337922403004,146.93023255813952,0
43,130,0,6,6,5,10,45,0,21974,2032,F,course_222,F,domestic,23,8,6.0,0.33076923076923076,254.0,86.51181102362204,511.0232558139535,0
43,65,0,1,1,0,0,0,8,12092,1089,F,course_64,M,international,28,22,8.0,0.6615384615384615,49.5,244.2828282828283,281.2093023255814,1
43,96,0,0,0,0,0,0,0,34715,1138,F,course_8,F,international,22,12,6.0,0.4479166666666667,94.83333333333333,366.0632688927944,807.3255813953489,0
43,51,0,5,7,0,0,0,2,20768,942,F,course_354,M,international,23,11,6.0,0.8431372549019608,85.63636363636364,242.51380042462844,482.9767441860465,0
43,65,0,1,1,0,0,0,7,18442,1394,F,course_64,M,international,26,22,8.0,0.6615384615384615,63.36363636363637,291.05021520803444,428.8837209302326,1
43,158,0,11,19,0,0,0,1,1354,649,F,course_354,M,international,25,12,6.0,0.2721518987341772,54.083333333333336,25.035439137134052,31.488372093023255,0
43,52,0,0,0,0,0,0,12,25866,6246,F,course_29,M,domestic,24,13,7.0,0.8269230769230769,480.46153846153845,53.835734870317005,601.5348837209302,0
43,124,0,0,0,0,0,0,15,7051,503,F,course_325,F,international,26,13,7.0,0.3467741935483871,38.69230769230769,182.23260437375745,163.97674418604652,0
43,52,0,0,0,0,0,0,13,27240,1142,F,course_29,M,domestic,22,8,7.0,0.8269230769230769,142.75,190.8231173380035,633.4883720930233,0
43,67,0,10,10,0,0,0,11,22181,2901,F,course_46,F,domestic,57,13,6.0,0.6417910447761194,223.15384615384616,99.39779386418476,515.8372093023256,0
43,52,0,0,0,2,0,0,0,10708,912,F,course_137,M,international,20,14,7.0,0.8269230769230769,65.14285714285714,164.37719298245614,249.02325581395348,0
43,115,0,3,3,0,0,0,11,2852,697,F,course_102,F,domestic,19,21,7.0,0.3739130434782609,33.19047619047619,85.92826398852225,66.32558139534883,0
43,45,0,11,15,0,0,0,2,3670,505,F,course_331,F,international,24,13,7.0,0.9555555555555556,38.84615384615385,94.47524752475248,85.34883720930233,0
43,77,0,0,0,0,0,0,0,4048,510,F,course_65,M,domestic,21,24,9.0,0.5584415584415584,21.25,190.49411764705883,94.13953488372093,0
43,64,0,4,4,0,0,0,2,28441,908,F,course_108,M,domestic,49,6,5.0,0.671875,151.33333333333334,187.93612334801762,661.4186046511628,0
43,90,0,2,2,0,0,0,4,27564,1878,F,course_319,M,international,27,7,6.0,0.4777777777777778,268.2857142857143,102.74121405750799,641.0232558139535,0
43,55,0,2,4,0,0,0,0,7729,915,F,course_235,M,domestic,33,12,6.0,0.7818181818181819,76.25,101.3639344262295,179.74418604651163,0
43,54,0,3,9,0,0,0,1,57025,3544,F,course_113,F,international,22,10,5.0,0.7962962962962963,354.4,160.90575620767495,1326.1627906976744,0
43,48,0,1,2,0,0,6,1,34271,1145,F,course_338,F,international,25,13,6.0,0.8958333333333334,88.07692307692308,389.10305676855893,797.0,0
43,149,0,0,0,2,4,16,2,3077,1555,F,course_195,M,international,27,8,7.0,0.28859060402684567,194.375,15.830225080385851,71.55813953488372,0
43,43,0,8,8,0,0,0,3,25063,1882,F,course_208,F,domestic,21,19,10.0,1.0,99.05263157894737,253.02709883103083,582.8604651162791,0
43,122,0,8,8,0,0,0,1,139,1031,F,course_317,M,international,28,7,6.0,0.3524590163934426,147.28571428571428,0.9437439379243453,3.2325581395348837,0
43,64,0,15,28,0,0,0,7,27217,1008,W,course_110,F,domestic,21,7,7.0,0.671875,144.0,189.00694444444446,632.953488372093,0
43,64,0,4,4,0,0,0,2,38279,1459,F,course_108,M,domestic,20,9,7.0,0.671875,162.11111111111111,236.12816997943796,890.2093023255813,0
43,64,0,4,4,0,0,0,1,17340,892,F,course_108,M,domestic,20,8,7.0,0.671875,111.5,155.51569506726457,403.25581395348837,0
43,43,0,8,8,0,0,0,2,35152,1927,F,course_208,F,domestic,29,15,6.0,1.0,128.46666666666667,273.62740010378826,817.4883720930233,0
43,64,0,3,4,0,0,0,3,2726,1170,F,course_290,M,international,30,12,6.0,0.671875,97.5,27.95897435897436,63.395348837209305,0
43,67,0,14,34,0,0,0,10,55387,667,F,course_46,F,international,23,13,6.0,0.6417910447761194,51.30769230769231,1079.5067466266867,1288.0697674418604,0
43,55,0,0,0,0,0,0,8,28611,950,F,course_5,M,international,51,19,10.0,0.7818181818181819,50.0,572.22,665.3720930232558,0
43,54,0,3,3,0,0,0,3,3789,560,F,course_362,M,international,27,12,6.0,0.7962962962962963,46.666666666666664,81.19285714285715,88.11627906976744,0
43,71,0,0,0,0,0,0,13,7463,691,F,course_325,F,international,41,13,6.0,0.6056338028169014,53.15384615384615,140.40376266280754,173.5581395348837,0
43,54,0,0,0,0,0,0,7,4503,1939,F,course_6,M,domestic,38,13,7.0,0.7962962962962963,149.15384615384616,30.190304280556987,104.72093023255815,0
43,43,0,8,18,0,0,0,0,25964,808,F,course_349,M,international,25,11,6.0,1.0,73.45454545454545,353.470297029703,603.8139534883721,0
43,98,0,0,0,0,0,0,14,8016,495,F,course_325,M,international,28,13,6.0,0.4387755102040816,38.07692307692308,210.5212121212121,186.41860465116278,0
43,64,0,15,26,0,0,0,6,29418,1178,W,course_110,M,international,23,13,7.0,0.671875,90.61538461538461,324.6468590831919,684.1395348837209,0
43,90,0,0,0,0,0,0,9,15154,347,F,course_189,M,domestic,22,10,6.0,0.4777777777777778,34.7,436.71469740634,352.4186046511628,1
43,66,0,0,0,0,0,0,0,17221,767,F,course_134,M,domestic,19,15,7.0,0.6515151515151515,51.13333333333333,336.78617992177317,400.48837209302326,0
